"id","batch_id","student_id","coach_id","date","status","check_in","check_out","marked_by","session_period","remarks"
"at_00071","b_mwf_adv_c2","st_arhaan_dutt","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00072","b_mwf_adv_c2","st_siddharth_dsouza","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00073","b_mwf_adv_c2","st_hrivaan_mehta","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00074","b_mwf_adv_c3","st_aarush_khanna","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00075","b_mwf_adv_c3","st_aadvik_khanna","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00076","b_mwf_adv_c3","st_thiyaan_manik","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00077","b_mwf_adv_c3","st_arjun_moorthy","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00078","b_mwf_adv_c4","st_abir_sukhani","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_santosh","full_day",""
"at_00079","b_mwf_adv_c4","st_yuvaan_bajaj","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_santosh","full_day",""
"at_00080","b_mwf_adv_c5","st_kabir_ludhani","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00081","b_mwf_adv_c5","st_ayaan_salot","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00082","b_mwf_adv_c5","st_vivaan_mehra","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00083","b_mwf_adv_c5","st_dev_karnik","coach-1","2026-07-27","EXCUSED","06:00","08:00","coach_anil","full_day",""
"at_00084","b_mwf_advgrn_c6","st_arjun_arya","coach-1","2026-07-27","ABSENT","06:00","08:00","coach_vinod","full_day",""
"at_00085","b_mwf_advgrn_c6","st_aarav_chandra","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_vinod","full_day",""
"at_00086","b_mwf_orange_c5","st_aalya_saini","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00087","b_mwf_orange_c5","st_alina_yalla","coach-1","2026-07-27","ABSENT","06:00","08:00","coach_karan","full_day",""
"at_00088","b_mwf_orange_c5","st_aarush_sanghvi","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00089","b_mwf_orange_c5","st_meera_vivek","coach-1","2026-07-27","LATE","06:00","08:00","coach_karan","full_day",""
"at_00090","b_mwf_orange_c5","st_krisha_desai","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00091","b_mwf_orange_c5","st_aarshiv_karla","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00092","b_mwf_orange_c5","st_aroush_mehta","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00093","b_mwf_orange_c5","st_ivanka_chouhan","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00094","b_mwf_orange_c5","st_aarav_sanghvi","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00095","b_mwf_red_c6","st_shaurya_kothari","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00096","b_mwf_red_c6","st_aarav_heble","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00097","b_mwf_red_c6","st_aveer_vasant","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00098","b_mwf_red_c6","st_alyssa_modawalla","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00099","b_mwf_red_c6","st_aveera_rathod","coach-1","2026-07-27","EXCUSED","06:00","08:00","coach_sunil","full_day",""
"at_00100","b_mwf_red_c6","st_alyza_jhaveri","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00101","b_mwf_red_c6","st_aryaveer_rathod","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00102","b_mwf_red_c6","st_ananya_dodhia","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00103","b_mwf_red_c6","st_divyansh_bhatija","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00104","b_mwf_red_c6","st_arya_mehta","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00105","b_mwf_red_c6","st_agastya_kalra","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00106","b_mwf_red_c6","st_kiara_shah","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00107","b_mwf_green_c3","st_zain_guzman","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00108","b_mwf_green_c3","st_avyaan_barot","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00109","b_mwf_fit_a","st_hrivaan_mehta","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00110","b_mwf_fit_a","st_arjun_arya","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00111","b_mwf_fit_a","st_dev_karnik","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00112","b_mwf_fit_a","st_zahaan_sachdeva","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00113","b_mwf_fit_a","st_riddhima_shah","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00114","b_mwf_fit_a","st_ayaan_salot","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00115","b_mwf_fit_b","st_siddhanth_dsouza","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00116","b_mwf_fit_b","st_aarush_khanna","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00117","b_mwf_fit_b","st_aadvik_khanna","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00118","b_mwf_fit_b","st_kaisha_mehta","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00119","b_mwf_fit_b","st_arhaan_dutt","coach-1","2026-07-27","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00120","b_mwf_fit_b","st_kimaya_katyal","coach-1","2026-07-27","ABSENT","06:00","08:00","coach_fitness","full_day",""
"at_00121","b_tts_int_c3","st_aarohi_singhal","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00122","b_tts_int_c4","st_amaira_chauhan","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00123","b_tts_int_c4","st_arjun_choudhary","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00124","b_tts_int_c5","st_hrivaan_mehta","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00125","b_tts_int_c5","st_siddharth_dsouza","coach-1","2026-07-28","LATE","06:00","08:00","coach_anil","full_day",""
"at_00126","b_tts_int_c5","st_vivaan_mehra","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00127","b_tts_int_c5","st_kimaya_katyal","coach-1","2026-07-28","EXCUSED","06:00","08:00","coach_anil","full_day",""
"at_00128","b_tts_green_c5","st_inez_mehra","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00129","b_tts_green_c5","st_vrahad_arora","coach-1","2026-07-28","ABSENT","06:00","08:00","coach_karan","full_day",""
"at_00130","b_tts_green_c5","st_aksania_atal","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00131","b_tts_green_c5","st_arjun_shah","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00132","b_tts_green_c5","st_shivya_poddar","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00133","b_tts_green_c5","st_ayaan_sheth","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00134","b_tts_green_c5","st_arhaan_sanghvi","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00135","b_tts_green_c5","st_ananya_rajani","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00136","b_tts_green_c5","st_vivaan_oza","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00137","b_tts_green_c5","st_vihaan_vasant","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00138","b_tts_green_c6","st_amara_yalla","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00139","b_tts_green_c6","st_ahaan_kewalramani","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00140","b_tts_green_c6","st_viana_shah","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00141","b_tts_red_c6","st_ivana_ganeriwal","coach-1","2026-07-28","EXCUSED","06:00","08:00","coach_sunil","full_day",""
"at_00142","b_tts_red_c6","st_kavir_chopra","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00143","b_tts_red_c6","st_ariaan_khandelwal","coach-1","2026-07-28","ABSENT","06:00","08:00","coach_sunil","full_day",""
"at_00144","b_tts_red_c6","st_kianna_jain","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00145","b_tts_red_c6","st_zayn_winston","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00146","b_tts_red_c6","st_parth_mehta","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00147","b_tts_red_c6","st_avish_shah","coach-1","2026-07-28","LATE","06:00","08:00","coach_sunil","full_day",""
"at_00148","b_tts_red_c6","st_anaiza_jhaveri","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00149","b_tts_red_c6","st_shauraya_sekhani","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00150","b_tts_red_c6","st_nihira_desai","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00151","b_tts_red_c6","st_kaira_vajifdar","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00152","b_tts_red_c6","st_sohana_chandanani","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00153","b_tts_fit_c6","st_amara_yalla","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00154","b_tts_fit_c6","st_viana_shah","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00155","b_tts_fit_c6","st_aarohi_singhal","coach-1","2026-07-28","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00156","b_mwf_adv_c2","st_kaisha_mehta","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00157","b_mwf_adv_c2","st_arhaan_dutt","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00158","b_mwf_adv_c2","st_siddharth_dsouza","coach-1","2026-07-29","LATE","06:00","08:00","coach_jagdish","full_day",""
"at_00159","b_mwf_adv_c2","st_hrivaan_mehta","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00160","b_mwf_adv_c3","st_aarush_khanna","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00161","b_mwf_adv_c3","st_aadvik_khanna","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00162","b_mwf_adv_c3","st_thiyaan_manik","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00163","b_mwf_adv_c3","st_arjun_moorthy","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00164","b_mwf_adv_c4","st_abir_sukhani","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_santosh","full_day",""
"at_00165","b_mwf_adv_c4","st_yuvaan_bajaj","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_santosh","full_day",""
"at_00166","b_mwf_adv_c5","st_kabir_ludhani","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00167","b_mwf_adv_c5","st_ayaan_salot","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00168","b_mwf_adv_c5","st_vivaan_mehra","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00169","b_mwf_adv_c5","st_dev_karnik","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_anil","full_day",""
"at_00170","b_mwf_advgrn_c6","st_arjun_arya","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_vinod","full_day",""
"at_00171","b_mwf_advgrn_c6","st_aarav_chandra","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_vinod","full_day",""
"at_00172","b_mwf_orange_c5","st_aalya_saini","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00173","b_mwf_orange_c5","st_alina_yalla","coach-1","2026-07-29","ABSENT","06:00","08:00","coach_karan","full_day",""
"at_00174","b_mwf_orange_c5","st_aarush_sanghvi","coach-1","2026-07-29","LATE","06:00","08:00","coach_karan","full_day",""
"at_00175","b_mwf_orange_c5","st_meera_vivek","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00176","b_mwf_orange_c5","st_krisha_desai","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00177","b_mwf_orange_c5","st_aarshiv_karla","coach-1","2026-07-29","EXCUSED","06:00","08:00","coach_karan","full_day",""
"at_00178","b_mwf_orange_c5","st_aroush_mehta","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00179","b_mwf_orange_c5","st_ivanka_chouhan","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00180","b_mwf_orange_c5","st_aarav_sanghvi","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_karan","full_day",""
"at_00181","b_mwf_red_c6","st_shaurya_kothari","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00182","b_mwf_red_c6","st_aarav_heble","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00183","b_mwf_red_c6","st_aveer_vasant","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00184","b_mwf_red_c6","st_alyssa_modawalla","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00185","b_mwf_red_c6","st_aveera_rathod","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00186","b_mwf_red_c6","st_alyza_jhaveri","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00187","b_mwf_red_c6","st_aryaveer_rathod","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00188","b_mwf_red_c6","st_ananya_dodhia","coach-1","2026-07-29","ABSENT","06:00","08:00","coach_sunil","full_day",""
"at_00189","b_mwf_red_c6","st_divyansh_bhatija","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00190","b_mwf_red_c6","st_arya_mehta","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00191","b_mwf_red_c6","st_agastya_kalra","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00192","b_mwf_red_c6","st_kiara_shah","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_sunil","full_day",""
"at_00193","b_mwf_green_c3","st_zain_guzman","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00194","b_mwf_green_c3","st_avyaan_barot","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_karim","full_day",""
"at_00195","b_mwf_fit_a","st_hrivaan_mehta","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00196","b_mwf_fit_a","st_arjun_arya","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00197","b_mwf_fit_a","st_dev_karnik","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00198","b_mwf_fit_a","st_zahaan_sachdeva","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00199","b_mwf_fit_a","st_riddhima_shah","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00200","b_mwf_fit_a","st_ayaan_salot","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00201","b_mwf_fit_b","st_siddhanth_dsouza","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00202","b_mwf_fit_b","st_aarush_khanna","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00203","b_mwf_fit_b","st_aadvik_khanna","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00204","b_mwf_fit_b","st_kaisha_mehta","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00205","b_mwf_fit_b","st_arhaan_dutt","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00206","b_mwf_fit_b","st_kimaya_katyal","coach-1","2026-07-29","PRESENT","06:00","08:00","coach_fitness","full_day",""
"at_00207","b_tts_int_c3","st_aarohi_singhal","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_jagdish","full_day",""
"at_00208","b_tts_int_c4","st_amaira_chauhan","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00209","b_tts_int_c4","st_arjun_choudhary","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_nanu","full_day",""
"at_00210","b_tts_int_c5","st_hrivaan_mehta","coach-1","2026-07-30","PRESENT","06:00","08:00","coach_anil","full_day",""
